subject,Reese Hammons
arm,left
label,2
hz,100.17277994188531
time,4.142842

timestamp_us,q0,q1,q2,q3,ax,ay,az,gx,gy,gz
22947399,0.67242431640625,-0.62811279296875,-0.36407470703125,0.14410400390625,2380,-7666,-533,-2,4,-1
22957375,0.6724853515625,-0.6282958984375,-0.36376953125,0.14373779296875,2388,-7673,-518,-2,3,-1
22967365,0.672607421875,-0.62847900390625,-0.36346435546875,0.1434326171875,2396,-7691,-512,-1,4,0
22977343,0.67266845703125,-0.628662109375,-0.36309814453125,0.14312744140625,2412,-7717,-492,-2,3,0
22987327,0.6727294921875,-0.62884521484375,-0.36273193359375,0.142822265625,2404,-7740,-494,-2,3,0
22997308,0.6728515625,-0.6290283203125,-0.36236572265625,0.142578125,2416,-7735,-490,-1,3,0
23007293,0.6729736328125,-0.629150390625,-0.362060546875,0.142333984375,2416,-7749,-483,-1,3,0
23017276,0.673095703125,-0.6292724609375,-0.3616943359375,0.14202880859375,2406,-7757,-478,-1,3,-1
23027256,0.67327880859375,-0.62933349609375,-0.36138916015625,0.1417236328125,2406,-7760,-468,-1,3,-1
23037240,0.67340087890625,-0.62939453125,-0.361083984375,0.14141845703125,2404,-7770,-460,0,3,-1
23047229,0.673583984375,-0.62945556640625,-0.36083984375,0.14111328125,2402,-7758,-453,-1,3,-1
23057215,0.6737060546875,-0.62945556640625,-0.360595703125,0.140869140625,2394,-7759,-452,-1,3,-1
23067195,0.673828125,-0.6295166015625,-0.36029052734375,0.14068603515625,2386,-7765,-445,0,3,-1
23077185,0.67401123046875,-0.62957763671875,-0.3599853515625,0.1405029296875,2387,-7779,-444,0,3,-1
23087174,0.67413330078125,-0.629638671875,-0.35968017578125,0.14031982421875,2383,-7787,-443,0,3,0
23097156,0.67431640625,-0.62969970703125,-0.35943603515625,0.14013671875,2397,-7785,-441,0,3,0
23107122,0.67449951171875,-0.62969970703125,-0.359130859375,0.13995361328125,2387,-7780,-441,0,3,-1
23117102,0.67474365234375,-0.629638671875,-0.35882568359375,0.1397705078125,2382,-7769,-439,1,3,-1
23127084,0.6749267578125,-0.629638671875,-0.3585205078125,0.13958740234375,2382,-7769,-443,1,2,-1
23137066,0.67510986328125,-0.62957763671875,-0.3582763671875,0.139404296875,2384,-7748,-447,1,2,-1
23147051,0.67529296875,-0.62957763671875,-0.35809326171875,0.13922119140625,2371,-7725,-448,0,2,-1
23157034,0.6754150390625,-0.62957763671875,-0.35791015625,0.13909912109375,2373,-7713,-460,1,2,-1
23167016,0.67559814453125,-0.6295166015625,-0.357666015625,0.13897705078125,2351,-7705,-454,1,2,-1
23177000,0.67572021484375,-0.62957763671875,-0.35748291015625,0.138916015625,2340,-7702,-446,0,1,-1
23186988,0.67584228515625,-0.62957763671875,-0.3572998046875,0.1387939453125,2333,-7693,-446,0,1,-1
23196964,0.67596435546875,-0.6295166015625,-0.357177734375,0.138671875,2330,-7686,-446,0,1,-1
23206948,0.676025390625,-0.6295166015625,-0.3570556640625,0.13861083984375,2323,-7683,-442,0,1,-1
23216929,0.67608642578125,-0.6295166015625,-0.35693359375,0.1385498046875,2315,-7682,-443,0,1,-1
23226918,0.6761474609375,-0.6295166015625,-0.35687255859375,0.1385498046875,2328,-7683,-433,0,0,0
23236895,0.67620849609375,-0.6295166015625,-0.3568115234375,0.1385498046875,2333,-7677,-416,0,0,0
23246883,0.67620849609375,-0.6295166015625,-0.356689453125,0.13861083984375,2334,-7693,-402,0,0,-1
23256864,0.67620849609375,-0.62945556640625,-0.356689453125,0.13873291015625,2328,-7698,-391,0,-1,0
23266843,0.67626953125,-0.62945556640625,-0.35662841796875,0.13885498046875,2346,-7702,-405,0,-1,0
23276828,0.67620849609375,-0.62945556640625,-0.35662841796875,0.1390380859375,2346,-7711,-412,0,-2,0
23286812,0.67620849609375,-0.62939453125,-0.356689453125,0.13922119140625,2356,-7715,-425,0,-2,-1
23296795,0.67620849609375,-0.62939453125,-0.356689453125,0.139404296875,2361,-7718,-427,0,-2,0
23306771,0.6761474609375,-0.62933349609375,-0.3568115234375,0.13958740234375,2355,-7716,-421,0,-2,0
23316762,0.6761474609375,-0.6292724609375,-0.35687255859375,0.1397705078125,2373,-7717,-407,0,-2,0
23326745,0.67608642578125,-0.629150390625,-0.35693359375,0.13995361328125,2378,-7711,-396,0,-2,0
23336721,0.67608642578125,-0.62908935546875,-0.3570556640625,0.14019775390625,2385,-7713,-393,0,-3,0
23346705,0.676025390625,-0.6290283203125,-0.357177734375,0.14044189453125,2392,-7717,-405,0,-3,0
23356688,0.67596435546875,-0.62896728515625,-0.3572998046875,0.1407470703125,2388,-7734,-416,1,-3,0
23366672,0.6759033203125,-0.62890625,-0.357421875,0.14111328125,2387,-7760,-412,1,-3,0
23376653,0.67584228515625,-0.62884521484375,-0.35748291015625,0.14154052734375,2400,-7777,-408,1,-3,1
23386637,0.67578125,-0.6287841796875,-0.3575439453125,0.1419677734375,2410,-7796,-412,1,-3,1
23396619,0.67572021484375,-0.628662109375,-0.357666015625,0.14239501953125,2422,-7801,-431,2,-4,1
23406603,0.67572021484375,-0.62847900390625,-0.35772705078125,0.142822265625,2402,-7807,-441,2,-4,0
23416588,0.67578125,-0.6282958984375,-0.35797119140625,0.14312744140625,2396,-7792,-434,2,-3,-1
23426567,0.67578125,-0.62799072265625,-0.35821533203125,0.14349365234375,2374,-7774,-428,2,-4,-1
23436548,0.67584228515625,-0.627685546875,-0.35858154296875,0.14373779296875,2385,-7749,-420,2,-4,-2
23446532,0.67584228515625,-0.62738037109375,-0.3590087890625,0.14404296875,2381,-7718,-428,2,-5,-3
23456514,0.6759033203125,-0.6270751953125,-0.359375,0.144287109375,2386,-7686,-441,2,-4,-2
23466498,0.6759033203125,-0.62677001953125,-0.35980224609375,0.14459228515625,2377,-7667,-434,2,-4,-2
23476481,0.6759033203125,-0.62646484375,-0.36016845703125,0.1448974609375,2369,-7643,-441,1,-5,-2
23486463,0.67584228515625,-0.626220703125,-0.36053466796875,0.14520263671875,2384,-7634,-439,2,-4,-1
23496449,0.67578125,-0.6259765625,-0.36083984375,0.14556884765625,2381,-7639,-436,2,-5,-1
23506432,0.67572021484375,-0.62579345703125,-0.3612060546875,0.14605712890625,2382,-7633,-441,1,-5,0
23516421,0.67559814453125,-0.6256103515625,-0.36151123046875,0.14642333984375,2388,-7617,-440,1,-5,-1
23526398,0.675537109375,-0.62542724609375,-0.36187744140625,0.14678955078125,2407,-7600,-434,1,-5,-1
23536376,0.6754150390625,-0.625244140625,-0.3623046875,0.1470947265625,2424,-7591,-425,1,-5,-1
23546358,0.67529296875,-0.62506103515625,-0.36273193359375,0.1473388671875,2432,-7588,-435,0,-5,-1
23556341,0.67510986328125,-0.62493896484375,-0.36309814453125,0.14764404296875,2443,-7587,-440,0,-4,-1
23566329,0.6749267578125,-0.62493896484375,-0.3634033203125,0.14794921875,2449,-7580,-439,0,-4,0
23576310,0.67474365234375,-0.62493896484375,-0.3636474609375,0.148193359375,2447,-7584,-435,-1,-4,0
23586293,0.674560546875,-0.62493896484375,-0.36383056640625,0.14849853515625,2446,-7586,-429,-1,-4,0
23596273,0.67431640625,-0.625,-0.364013671875,0.14886474609375,2441,-7606,-420,-1,-4,1
23606258,0.67413330078125,-0.62506103515625,-0.36419677734375,0.14910888671875,2453,-7622,-425,-1,-3,1
23616237,0.6739501953125,-0.6251220703125,-0.3643798828125,0.1494140625,2457,-7645,-415,-1,-3,1
