subject,Joshua Spiesman
arm,left
label,3
hz,100.17501820899335
time,5.380583

timestamp_us,q0,q1,q2,q3,ax,ay,az,gx,gy,gz
163020910,-0.13848876953125,0.68450927734375,-0.26849365234375,0.66339111328125,6754,-4400,-670,-2,0,0
163030892,-0.13836669921875,0.68450927734375,-0.26861572265625,0.66339111328125,6764,-4410,-671,-2,0,0
163040873,-0.1383056640625,0.68450927734375,-0.26873779296875,0.663330078125,6779,-4418,-674,-2,0,0
163050861,-0.13818359375,0.68450927734375,-0.268798828125,0.663330078125,6791,-4423,-658,-2,0,-1
163060837,-0.1380615234375,0.68450927734375,-0.26885986328125,0.663330078125,6792,-4437,-657,-1,0,-1
163070821,-0.137939453125,0.68450927734375,-0.2689208984375,0.663330078125,6791,-4442,-669,-1,0,-1
163080806,-0.13787841796875,0.68450927734375,-0.26898193359375,0.663330078125,6793,-4464,-673,-1,-1,-1
163090784,-0.1378173828125,0.6845703125,-0.26898193359375,0.66326904296875,6791,-4460,-681,-1,-1,-1
163100768,-0.1376953125,0.68463134765625,-0.26904296875,0.66326904296875,6793,-4455,-688,-1,0,-1
163110761,-0.1376953125,0.68463134765625,-0.26910400390625,0.6632080078125,6790,-4465,-695,-1,0,0
163120740,-0.1376953125,0.68463134765625,-0.2691650390625,0.6632080078125,6791,-4466,-694,-1,-1,0
163130731,-0.13775634765625,0.6845703125,-0.26922607421875,0.66314697265625,6790,-4473,-686,0,0,0
163140707,-0.1378173828125,0.6845703125,-0.269287109375,0.6632080078125,6785,-4455,-676,0,0,0
163150688,-0.13787841796875,0.68450927734375,-0.269287109375,0.6632080078125,6771,-4435,-668,0,-1,0
163160670,-0.137939453125,0.68450927734375,-0.269287109375,0.6632080078125,6758,-4434,-667,0,-1,-1
163170648,-0.13787841796875,0.6845703125,-0.2691650390625,0.6632080078125,6736,-4426,-664,0,-1,-1
163180635,-0.13787841796875,0.68463134765625,-0.26910400390625,0.66314697265625,6709,-4431,-668,0,-1,-2
163190610,-0.1378173828125,0.68475341796875,-0.2689208984375,0.6630859375,6695,-4420,-677,0,-2,-2
163200595,-0.13775634765625,0.6849365234375,-0.268798828125,0.66302490234375,6689,-4423,-690,0,-1,-2
163210577,-0.13775634765625,0.68505859375,-0.2686767578125,0.66290283203125,6690,-4423,-705,0,-2,-1
163220557,-0.1378173828125,0.6851806640625,-0.26861572265625,0.66278076171875,6693,-4416,-715,0,-2,-1
163230544,-0.13800048828125,0.68536376953125,-0.26861572265625,0.66259765625,6692,-4424,-722,0,-3,0
163240524,-0.1383056640625,0.68548583984375,-0.2686767578125,0.66241455078125,6679,-4449,-730,1,-3,1
163250506,-0.1385498046875,0.68560791015625,-0.2686767578125,0.6622314453125,6700,-4453,-736,1,-3,0
